frame,time,left_WRIST,left_THUMB_CMC,left_THUMB_MCP,left_THUMB_IP,left_THUMB_TIP,left_INDEX_MCP,left_INDEX_PIP,left_INDEX_DIP,left_INDEX_TIP,left_MIDDLE_MCP,left_MIDDLE_PIP,left_MIDDLE_DIP,left_MIDDLE_TIP,left_RING_MCP,left_RING_PIP,left_RING_DIP,left_RING_TIP,left_PINKY_MCP,left_PINKY_PIP,left_PINKY_DIP,left_PINKY_TIP,right_WRIST,right_THUMB_CMC,right_THUMB_MCP,right_THUMB_IP,right_THUMB_TIP,right_INDEX_MCP,right_INDEX_PIP,right_INDEX_DIP,right_INDEX_TIP,right_MIDDLE_MCP,right_MIDDLE_PIP,right_MIDDLE_DIP,right_MIDDLE_TIP,right_RING_MCP,right_RING_PIP,right_RING_DIP,right_RING_TIP,right_PINKY_MCP,right_PINKY_PIP,right_PINKY_DIP,right_PINKY_TIP
3090,17:37:32,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(-0.13181216306304686,-0.4514570697943347)","(-0.03781452942877474,-0.8701866106009135)","(0.22098321006560756,-1.1202987974572505)","(0.48839740322697334,-1.2367834455618312)","(-0.0264073234407481,-1.0869035467797452)","(0.3910477644046671,-1.5507176983836912)","(0.5050319228727665,-1.4125740483089735)","(0.446769503711545,-1.2538300912135996)","(0.15757644301799625,-0.9875067921821076)","(0.5956977639431927,-1.3897720929501525)","(0.6547071100773193,-1.2234907072767212)","(0.536058536032041,-1.0689695434230673)","(0.380179483384819,-0.839821843368543)","(0.756922820657658,-1.2112524333918435)","(0.7760749871674409,-1.045079631815795)","(0.6585825282196202,-0.8959524182542027)","(0.5986899374145755,-0.6609598618668622)","(0.8925970051237182,-0.9740910154230152)","(0.8857731291856041,-0.8394114800914214)","(0.7898035895404215,-0.7029924839270805)"
3091,17:37:32,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(-0.15805895666815392,-0.4232047337556948)","(-0.10524143834338708,-0.8417188758359663)","(0.10530407201394827,-1.0859874175780118)","(0.35523275616206024,-1.1811599733574345)","(-0.100079822975699,-1.0886533931865858)","(0.2786294658601467,-1.5402141923456731)","(0.36172400808597943,-1.3796059759495112)","(0.2832738334244547,-1.2018661794918033)","(0.07985862332720735,-0.9968061999607964)","(0.5024246554275668,-1.412543081884984)","(0.5432430878684729,-1.236813340899124)","(0.41766096054936114,-1.0734666926002152)","(0.29100065583848544,-0.8497934191258617)","(0.6749325758686914,-1.2399456022285733)","(0.6747388968431183,-1.072311205382611)","(0.5462608289626341,-0.9242275274534127)","(0.49866917752000556,-0.6656455741442421)","(0.8024547291313116,-1.0057335781007688)","(0.7787140256625023,-0.8736214861646788)","(0.6700684126560301,-0.7406191178485085)"
3092,17:37:32,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(-0.15539850999424304,-0.4368841822844375)","(-0.09625359160650185,-0.8395360606017654)","(0.11783689061126959,-1.064895765132257)","(0.3683616902240499,-1.1537060104868666)","(-0.0962190682708149,-1.0860609865418558)","(0.2892790851659523,-1.5123537546708936)","(0.39196920747792924,-1.3426183938325738)","(0.31421598099935044,-1.1626844943989718)","(0.07538607642831022,-0.9971544210806794)","(0.5116199541461912,-1.374954676203756)","(0.5676835497460865,-1.1929151985266069)","(0.4406604598196618,-1.0348915340867282)","(0.29046392604672844,-0.8608321254536178)","(0.6910183966432886,-1.2114003733868277)","(0.6981384893953652,-1.0371552292077215)","(0.5707018099074109,-0.8953344019057993)","(0.5051841139074299,-0.6897451760231538)","(0.8183358555453373,-0.9938467402885127)","(0.7969254033745755,-0.8409339104637301)","(0.6945584194846285,-0.7074653137645518)"
3093,17:37:32,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(-0.18274339551614346,-0.41478476617744287)","(-0.16655921625840187,-0.8324343409758013)","(0.005419554113652717,-1.120124885975882)","(0.24140573810250768,-1.2906519640729324)","(-0.22270902851971516,-1.0086349920403408)","(0.04567826713196578,-1.5316343374190462)","(0.32006108705871994,-1.485780658986867)","(0.41177281100939106,-1.3309255979694794)","(-0.05081905556934546,-0.9987078770046022)","(0.20348196056587578,-1.5170333482574925)","(0.4545331366369741,-1.446158448798582)","(0.503655336558057,-1.2830885345037648)","(0.15942727907848714,-0.9403606924804474)","(0.3842895237661076,-1.409211806824343)","(0.6002807604578646,-1.332902432373546)","(0.6317594464451552,-1.1731500479806936)","(0.39973978990746456,-0.8466390170545075)","(0.5970260680756168,-1.2008126283786904)","(0.7391706030728947,-1.1717150962032201)","(0.7403438935954851,-1.0481924237816589)"
3094,17:37:32,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(-0.1915960084078112,-0.39700978333013326)","(-0.19345894889401247,-0.8362947517124172)","(-0.03451612605470615,-1.1354825340002497)","(0.2006445399918928,-1.3221670261323946)","(-0.20410348379055607,-1.019536137466733)","(0.05436245789824381,-1.550745072563038)","(0.31216986941106306,-1.535936956361841)","(0.4133234762796739,-1.378481318427329)","(-0.04498082959209909,-0.9989878502610563)","(0.21040958714759025,-1.5282422688168198)","(0.4494412253768155,-1.483845507978553)","(0.5076692911699837,-1.3276960740994626)","(0.15616616534787514,-0.9310257735481804)","(0.38090146596689534,-1.4221761239034565)","(0.586314346841267,-1.3752585310086867)","(0.6291083351468765,-1.2241446306280859)","(0.38674113173613256,-0.8256657987944364)","(0.577205786323378,-1.2123979900510657)","(0.7265503658102901,-1.2283724556640268)","(0.7529434276306345,-1.1336927777248391)"
3095,17:37:32,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(-0.19951826520086274,-0.41082371485161134)","(-0.22857180021040305,-0.8622846222331508)","(-0.1334986579433983,-1.1960116516243147)","(0.030432936799500803,-1.4238617606138202)","(-0.22516292161246096,-1.0315308237961212)","(-0.07531022981149124,-1.5760219685986445)","(0.12220541465746856,-1.7883062169045139)","(0.2845319639123739,-1.8431897679095677)","(-0.028443744105637166,-0.999595394857966)","(0.10765653038416306,-1.6048547308651266)","(0.31037409147160916,-1.8079277400183194)","(0.46283919490838493,-1.8406889932958925)","(0.2226792611649142,-0.9168956630544656)","(0.3531276481144792,-1.5200716784540556)","(0.535379826050551,-1.706512482726372)","(0.6635736190838283,-1.75359118409222)","(0.5173809891805949,-0.781481008389261)","(0.6494410039897416,-1.24704254053897)","(0.7648892192699347,-1.4592083061562573)","(0.8461704499962426,-1.5756846878784805)"
3096,17:37:32,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(-0.18535277127619468,-0.4250993942958418)","(-0.21256359118687412,-0.8722564929607899)","(-0.13268099390790597,-1.1951493705791802)","(0.01382719027523448,-1.4380471878485848)","(-0.18734564833510703,-1.0231174436114627)","(-0.06417866313833594,-1.585368697613845)","(0.10893424627510968,-1.8268497161375392)","(0.2728975378103444,-1.9270051580834817)","(-0.006755124448047058,-0.9999771838865582)","(0.09562034898610915,-1.6326181296668822)","(0.30429570647950943,-1.8812621806501555)","(0.4824621137967506,-1.933525263551877)","(0.23165111704013222,-0.9171072371568092)","(0.3626021720225235,-1.4961929544127626)","(0.5528383047632563,-1.6805321162245683)","(0.6907874987995368,-1.6998859881830428)","(0.5201060462029041,-0.7846882638514266)","(0.6396057915710611,-1.2735078180001482)","(0.7574306498661595,-1.4453246495157692)","(0.8430417856207068,-1.4879048980254903)"
3097,17:37:32,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(-0.18262401407011827,-0.42092799997295227)","(-0.20948005572517245,-0.8572273572869059)","(-0.1263886012349735,-1.1705423586950527)","(0.028015770589077543,-1.4022491811804685)","(-0.19106476342987339,-1.0173821695746608)","(-0.05434452249824789,-1.58192708269917)","(0.13586876182954494,-1.7977635378987962)","(0.30400683342205714,-1.8629201996232216)","(-0.00850065112025776,-0.9999638688125345)","(0.11484093009120765,-1.642230544921927)","(0.3325349825891681,-1.8567477474004401)","(0.4994755331498291,-1.870458566238924)","(0.22595586784351024,-0.9169296166472791)","(0.3708708238653585,-1.4972473317437978)","(0.5648520060554981,-1.6438120285259272)","(0.6912665732896595,-1.6273099933193007)","(0.5064092262002858,-0.7827410606364683)","(0.6284188287801451,-1.2591794821801128)","(0.7438829428518611,-1.4138980168854265)","(0.8186030620395397,-1.4415969251576821)"
3098,17:37:32,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(-0.18032976494441713,-0.4716643977218604)","(-0.15973362265251292,-0.8934367059829598)","(-0.006353987661108078,-1.166031764449921)","(0.19629054428207385,-1.3545158135594269)","(-0.15049155351493726,-1.0426073126165667)","(0.03685703617591585,-1.6776641513470874)","(0.2886924784986832,-1.8142756676092087)","(0.4361716843578028,-1.762233538781202)","(0.023898965398403926,-0.9997143789367471)","(0.2634463843509726,-1.701167262532656)","(0.5352209473632942,-1.780170462989844)","(0.6458795893003952,-1.6414327445835597)","(0.24047772194304906,-0.8810011002425266)","(0.5249688573088627,-1.5049572177252553)","(0.7435653110423263,-1.5080865371096437)","(0.8003781409381494,-1.3630862721930936)","(0.4895373652281327,-0.7065227874037328)","(0.718312703992134,-1.207338545859357)","(0.8532824477966785,-1.28312254887791)","(0.8716149657020567,-1.2284313620945126)"
3099,17:37:32,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(-0.17691937130703567,-0.45881778656812516)","(-0.16918752956614413,-0.8755542996565774)","(-0.03266260164110447,-1.1483127169657679)","(0.16490719977307286,-1.328619271418667)","(-0.16190409369822464,-1.04097701452431)","(0.023114387519617082,-1.6682184735288603)","(0.26743997989475726,-1.8132126863370666)","(0.40942337728249767,-1.7758984424860949)","(0.010430365472486483,-0.999945602258498)","(0.25643204541452497,-1.678147984301632)","(0.5129881986552219,-1.7403388962507782)","(0.6110326230348746,-1.6139832271089465)","(0.22399440500619677,-0.8865128184952279)","(0.4923236136839955,-1.4833939897786095)","(0.6947204765165195,-1.485693902426959)","(0.7488327525546966,-1.3555774628335973)","(0.46112730430281823,-0.7171742615846076)","(0.6759116953329822,-1.1865300916984358)","(0.807293099521208,-1.26318133475464)","(0.8309666041721746,-1.2232581725170386)"
3100,17:37:33,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(-0.159879389404085,-0.4254048886523139)","(-0.11504187530174109,-0.838636553532773)","(0.07039400583511235,-1.0954702491799897)","(0.3092152152296862,-1.243911499702891)","(-0.11856810295356379,-1.0592208759659043)","(0.18436365022713305,-1.611510378244262)","(0.42860704922548154,-1.614373939582781)","(0.49934231852384126,-1.4943543164480666)","(0.024593736398199076,-0.9996975283204295)","(0.3783940906211421,-1.556313253438052)","(0.5961502132953385,-1.4978398540631075)","(0.6109429792863216,-1.355891207534202)","(0.21073491150593704,-0.8731605965265301)","(0.5659262352600579,-1.3661698014684043)","(0.7279888388995663,-1.2862298645637618)","(0.7037874707131917,-1.1429504358497515)","(0.4199102804711717,-0.7013138555604982)","(0.7153264869772302,-1.1134160086163625)","(0.8183342839007542,-1.0812429051584538)","(0.7752600047256216,-0.9730557267375465)"
3101,17:37:33,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(-0.1624519610474807,-0.4347908765584517)","(-0.11422637618597144,-0.8519280690077601)","(0.06368454597835686,-1.1143834104296768)","(0.2949152310325651,-1.2713869972709664)","(-0.11518903820560748,-1.0658224189912373)","(0.16926233729742307,-1.620639679901369)","(0.40856181381963785,-1.6548617656526514)","(0.49430608330550274,-1.5540274944856018)","(0.030758332636523587,-0.9995268505515102)","(0.3696470862512169,-1.5619791559740328)","(0.5795928138086508,-1.5300985717207016)","(0.6050063590646704,-1.400154206348467)","(0.21739812250792448,-0.873122738811945)","(0.5671382366679145,-1.3635646308850151)","(0.7168266902535286,-1.2979246242997244)","(0.6959155726082328,-1.1595483645227995)","(0.42700295302063557,-0.7075364527172614)","(0.7083481878777986,-1.1156765986104276)","(0.8013115684381662,-1.0888798215018587)","(0.7610220277344779,-0.9820543518795227)"
3103,17:37:33,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(-0.1425793996189647,-0.41903730834526304)","(-0.09043111915367684,-0.8674583879840927)","(0.11329497380575279,-1.164204365958498)","(0.3719088663239243,-1.337950357703474)","(-0.1791416208545876,-1.0605991107702608)","(0.1654021280696002,-1.5373564002403401)","(0.3932361432746803,-1.5805809375899413)","(0.474661395429169,-1.474727107337946)","(-0.05008837185063782,-0.9987447897262606)","(0.29796935394788,-1.47506639849983)","(0.5006716615302007,-1.4923401742211087)","(0.5577807900442465,-1.406088890846959)","(0.13598455617922472,-0.8722238865760084)","(0.47311530729376594,-1.3561695219803658)","(0.615041571426104,-1.3926984566966978)","(0.6291841009852082,-1.3279570763115758)","(0.35950417581443944,-0.7229758733934697)","(0.6166786512821941,-1.1092334143612186)","(0.7462195028119726,-1.1887694316370352)","(0.7827696432259224,-1.172352751657652)"
3104,17:37:33,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(-0.18102646505953524,-0.429870750512499)","(-0.1929280762185876,-0.8403281188276372)","(-0.053911844532694556,-1.1177724684504493)","(0.12898752892265852,-1.2880332749388057)","(-0.2329518309530967,-1.0361448566864955)","(0.014533989287700817,-1.476528859656726)","(0.23030919648088896,-1.6354820473709466)","(0.38158501073152623,-1.666117120195794)","(-0.046657357624892086,-0.9989109524774783)","(0.1687268577394376,-1.5159079656753245)","(0.37774438530064725,-1.6611434189563326)","(0.513806039577297,-1.6647602809893138)","(0.1752771591077413,-0.9068034839110408)","(0.3806136599500436,-1.4052141264190157)","(0.5620013484266432,-1.5249191641110595)","(0.6665572663721487,-1.5308361988032564)","(0.43138281072333395,-0.7621593963903793)","(0.6070774780603553,-1.1707875083085069)","(0.7275567446137663,-1.3146818821304553)","(0.7959032670099411,-1.3769246293352375)"
3105,17:37:33,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(-0.1816549199287034,-0.42352679537783594)","(-0.19301644613434535,-0.8317651140246212)","(-0.05344139045360587,-1.106648679498568)","(0.1358705815919826,-1.2727033833153139)","(-0.22639533989377797,-1.0324741441274483)","(0.02333885530271755,-1.4706023020329861)","(0.23903180340862445,-1.6254280741146823)","(0.3890985358548747,-1.6518381441998273)","(-0.04235371949441569,-0.9991026786296734)","(0.17870788092032264,-1.5165420148427164)","(0.3904237377346305,-1.656764938744379)","(0.5262930812830034,-1.6529635258409876)","(0.17396642150413352,-0.9103564937774831)","(0.3884928849210401,-1.4057034369939914)","(0.5702698759496537,-1.5058828307768217)","(0.6683526428795632,-1.4926935807902721)","(0.42584267975402357,-0.76972501548464)","(0.6076857823113918,-1.1731995899302627)","(0.7246509427667682,-1.3056250675697074)","(0.7841268053824685,-1.3562434709846183)"
3106,17:37:33,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(-0.18257565733957642,-0.4324879869168028)","(-0.19665572685014496,-0.8385162964272871)","(-0.058086779402715366,-1.1153857038919084)","(0.13146237826678006,-1.2834776330510422)","(-0.2330916106233129,-1.0314480741759473)","(0.01813965881733452,-1.4781179109603364)","(0.23316284450623184,-1.630922010017606)","(0.38323655872481316,-1.660808705009978)","(-0.048900329244755465,-0.9988036632891143)","(0.17776984364126025,-1.5248543873414935)","(0.39086056291611004,-1.6631323394304018)","(0.5275979586169606,-1.6614479549072143)","(0.1670135273204999,-0.9106454260102059)","(0.38668422919011575,-1.4098446863002123)","(0.5707948777706469,-1.509516099905895)","(0.6718960395020689,-1.4984440542394886)","(0.41870287020269553,-0.7707947633499779)","(0.6010232727951458,-1.1734494806865978)","(0.7185349403040191,-1.3042263565002188)","(0.7800503450019511,-1.3554127245049683)"
3107,17:37:33,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(-0.18852524047585123,-0.40036241736250777)","(-0.23003798352390223,-0.8478818746040042)","(-0.113837228397956,-1.1526750642156938)","(0.06972365156202709,-1.3544927243259612)","(-0.24183910884664378,-1.0196912831641027)","(-0.05744971771670493,-1.5367511238523541)","(0.15717052930327588,-1.7501479498016315)","(0.34684722490449527,-1.8186053618451925)","(-0.0651787054802648,-0.9978736074032207)","(0.0720216609060918,-1.605636849344767)","(0.2827714813677955,-1.8427174357557496)","(0.4617288623084136,-1.9188960972891784)","(0.16748358459504772,-0.9241112218301157)","(0.30648516315444324,-1.4979347822722773)","(0.49798628574977755,-1.6993419269631846)","(0.6437596276170338,-1.7651505279219775)","(0.444862778911808,-0.8026033006637462)","(0.5837413189195009,-1.2664609620648262)","(0.720106209689579,-1.4395274531861886)","(0.8302223602115132,-1.5061091076868112)"
3108,17:37:33,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(-0.1713530843919527,-0.44108252799625136)","(-0.18716780075210362,-0.8735402469501432)","(-0.061075330496474796,-1.1606435247784366)","(0.12976172261766578,-1.3620957965798814)","(-0.23006009560488014,-1.016004738000711)","(-0.040709273198479376,-1.5412476783525013)","(0.18103116416899773,-1.7476306122774303)","(0.36680820612206116,-1.8085593985269497)","(-0.06861324832017114,-0.9976433341404906)","(0.07607288944453047,-1.6178361674329926)","(0.30861191829169327,-1.8375836287063663)","(0.49677216493342385,-1.8843009593851061)","(0.1482791665867284,-0.9206887410875263)","(0.33029251084871875,-1.4829578434503028)","(0.5524266415171236,-1.670370355129678)","(0.7100163723613869,-1.721781977964396)","(0.4199257477124942,-0.7949599366776698)","(0.5979849637558441,-1.2420849125729068)","(0.7487027703330652,-1.408520552054542)","(0.8609923637239623,-1.4787740180319684)"
3109,17:37:33,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(-0.1789678626384628,-0.43164462111698926)","(-0.1952641294534054,-0.8637913041618082)","(-0.06690350379044263,-1.1481505538509236)","(0.12328375930609042,-1.3467268290995034)","(-0.24637405892936481,-1.0100127734487199)","(-0.05731854758875814,-1.528148628184012)","(0.16508744568272743,-1.7397732167460713)","(0.351891812735025,-1.8065065920409997)","(-0.08295157721830443,-0.9965535790096764)","(0.07256226257007453,-1.6032747990667657)","(0.3011228969372498,-1.8204689834386063)","(0.48129818004721237,-1.876035926376366)","(0.13376841653594282,-0.9317671597664521)","(0.3180941286951072,-1.4846572772210358)","(0.5388122051512019,-1.6495692975981588)","(0.6884743309352367,-1.679700201795915)","(0.40573867965327487,-0.8221371896129546)","(0.5859818123782016,-1.2697649351769384)","(0.7375697069735799,-1.4145589141445576)","(0.8414386394668953,-1.458977585216886)"
