frame,time,left_WRIST,left_THUMB_CMC,left_THUMB_MCP,left_THUMB_IP,left_THUMB_TIP,left_INDEX_MCP,left_INDEX_PIP,left_INDEX_DIP,left_INDEX_TIP,left_MIDDLE_MCP,left_MIDDLE_PIP,left_MIDDLE_DIP,left_MIDDLE_TIP,left_RING_MCP,left_RING_PIP,left_RING_DIP,left_RING_TIP,left_PINKY_MCP,left_PINKY_PIP,left_PINKY_DIP,left_PINKY_TIP,right_WRIST,right_THUMB_CMC,right_THUMB_MCP,right_THUMB_IP,right_THUMB_TIP,right_INDEX_MCP,right_INDEX_PIP,right_INDEX_DIP,right_INDEX_TIP,right_MIDDLE_MCP,right_MIDDLE_PIP,right_MIDDLE_DIP,right_MIDDLE_TIP,right_RING_MCP,right_RING_PIP,right_RING_DIP,right_RING_TIP,right_PINKY_MCP,right_PINKY_PIP,right_PINKY_DIP,right_PINKY_TIP
1785,17:36:28,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(0.4205126581119102,-0.13880674118341407)","(0.8165035882941621,-0.3750222933340329)","(1.0171190520922826,-0.6871474238644192)","(0.8719063502218124,-0.9359527852064832)","(0.6083748204555631,-0.8698611887028246)","(0.849529427619663,-0.9758252903782203)","(0.7901578055407104,-0.666993835161378)","(0.6760293466864169,-0.576004357864613)","(0.3958736903429628,-0.9183049718335647)","(0.6490923372991574,-0.9967025284151925)","(0.5832800652153487,-0.6405931527919297)","(0.45190618907461616,-0.5684906516291455)","(0.16264825683795175,-0.9239103131206728)","(0.42473681153247067,-0.9886751186300441)","(0.39078230397740377,-0.6537108429064176)","(0.2684609320999947,-0.579440108558016)","(-0.10228522411115142,-0.8990068518720943)","(0.18363841111808146,-0.9505817229920814)","(0.2003884247268385,-0.6971400589144948)","(0.09750805258073676,-0.6094581326583938)"
1786,17:36:28,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(0.41600942159243015,-0.13736065432728975)","(0.8073261855034889,-0.3761517957822042)","(1.0182291572993334,-0.6790742344989986)","(0.8913539045757809,-0.9384674937943732)","(0.6052071873511831,-0.8786638617017523)","(0.8327580560664551,-1.0167156283908596)","(0.7823042951154733,-0.7151057198147898)","(0.6753690616947264,-0.6081708957601688)","(0.38869088489735815,-0.9213682195505274)","(0.6316287005231791,-1.01185542906275)","(0.5632356972090534,-0.6649732089309996)","(0.4316199847491766,-0.5885437345189767)","(0.149735792309076,-0.9212104089090462)","(0.3912260893142024,-0.9862638545399708)","(0.35772059767742587,-0.6692070780866934)","(0.24169661753251048,-0.6000504022649588)","(-0.11867390941850448,-0.8924512616466518)","(0.13718401284402343,-0.9585079101395221)","(0.15805534008293776,-0.7143421496487121)","(0.06139519641881802,-0.6275837538345245)"
1787,17:36:28,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(0.4109173758643148,-0.13435072062010675)","(0.789474187445064,-0.3637822740636647)","(0.9908871607774873,-0.6581096461267498)","(0.8638772867437461,-0.9090271842337013)","(0.5928578085859186,-0.8776668022467244)","(0.8201280804509951,-0.9869724389453468)","(0.7640017420964758,-0.6903662683428375)","(0.6559273581437828,-0.5864954442839609)","(0.3814035757357912,-0.9244086284841528)","(0.619960430192034,-0.9750684959619776)","(0.5533940078950265,-0.6419874288577431)","(0.42783803467739845,-0.5698583719314319)","(0.14788815926925886,-0.9204831557327355)","(0.38788999672838975,-0.948126147276878)","(0.35531015332630317,-0.6443830507504145)","(0.2419362102344434,-0.5785791014841432)","(-0.11245976814948538,-0.8843617018951604)","(0.143892285336771,-0.9220549203136388)","(0.16315208655876778,-0.6863776277477432)","(0.06902298258004953,-0.6046173325384498)"
1788,17:36:28,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(0.4200261618108405,-0.1402505162935844)","(0.8118462416517728,-0.38617578977292555)","(1.014150343190757,-0.6999250616565013)","(0.8719685350514306,-0.9582466161625848)","(0.5977901523895979,-0.8837645787689804)","(0.8020238040257099,-1.0441044748066137)","(0.7672171095428,-0.7234598762989339)","(0.6644557855095906,-0.5814893320209296)","(0.3829389036571416,-0.9237736714508952)","(0.6036747013105629,-1.0395774140188134)","(0.5560433068697186,-0.6751865962658576)","(0.4326340652942077,-0.5724278336276691)","(0.14849954018622233,-0.926904669496516)","(0.37759081330934924,-1.016321227926752)","(0.3582968491750838,-0.6853884277224129)","(0.24896349779730578,-0.5966831174615744)","(-0.11640536303042213,-0.8992569716411591)","(0.13984919692171321,-0.9718039775522911)","(0.1601322693572409,-0.7215750993867711)","(0.06401653593359989,-0.6259380394646318)"
1789,17:36:28,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(0.4065974761126853,-0.14208295960063994)","(0.7882885421797343,-0.3915425820125839)","(0.9879401753029167,-0.6978015726472075)","(0.8521298114792584,-0.9518589113489123)","(0.5844902689512477,-0.886259934427449)","(0.7941501171764126,-1.016836375334831)","(0.7466580951247574,-0.6974434894110861)","(0.6411296168407532,-0.5835857011810793)","(0.37068810821469433,-0.9287574098914156)","(0.5924198299894723,-1.0138693568176602)","(0.5387829265022177,-0.6546465041914429)","(0.41869229597422514,-0.5813949322423806)","(0.1369069559936353,-0.9295105621953826)","(0.3705258737637029,-0.9955233275444213)","(0.34412402841578227,-0.6668623960409125)","(0.2323386544629568,-0.6001897732613989)","(-0.1242492469978552,-0.8986950239408512)","(0.1353208425025524,-0.9534091460671799)","(0.15123954447663632,-0.7032428678254364)","(0.05328757608068427,-0.6195477046980954)"
1790,17:36:28,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(0.4051928993759727,-0.12821295964837767)","(0.8004761208283422,-0.38056125068075053)","(0.9946612006404671,-0.6852531941709071)","(0.8597677096979899,-0.9328671855146121)","(0.5992571672346683,-0.8786752300819679)","(0.7851349013591205,-1.002040122954019)","(0.7373403335728984,-0.6743261576882764)","(0.6486445741752856,-0.5713853799207969)","(0.38228899152011664,-0.9240428166283922)","(0.5732403280527316,-1.000741319509273)","(0.5241484057657873,-0.6430712359696867)","(0.42255394681431574,-0.5829059838172989)","(0.14592804906438842,-0.9248382868974363)","(0.35128778489644596,-0.9911339212871783)","(0.3250809841566357,-0.6609615976489853)","(0.22370986243917132,-0.5931663061946519)","(-0.12210391186268377,-0.9008653581335676)","(0.11368524730311658,-0.9607683014540679)","(0.12504936524505253,-0.7077098279957046)","(0.033114066791834776,-0.6203777747423851)"
1791,17:36:28,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(0.3819315693531507,-0.12003725804178432)","(0.7712760518089965,-0.36481473987222235)","(0.9643836968721019,-0.6605395128261361)","(0.864516334579847,-0.9226087435715511)","(0.5628427964006705,-0.8848769968222437)","(0.7386234880067398,-1.0102668497246206)","(0.6908668717892016,-0.7061901752840878)","(0.6068993249797409,-0.5632278398108268)","(0.3560155100164194,-0.9344800461367534)","(0.5229593600764518,-1.0252450283499186)","(0.4736670836211162,-0.6860775496015548)","(0.39033682929098173,-0.552867474065708)","(0.1261794978016112,-0.9416756138188158)","(0.2931542395965558,-1.032804677193447)","(0.27493904846295164,-0.7081730635932285)","(0.20708755928067088,-0.5611257976670245)","(-0.1359276455275598,-0.9139735508340892)","(0.05503884123389993,-0.9968797960429847)","(0.07207613452721329,-0.7393850495105995)","(0.022365916969996603,-0.5993272392039752)"
1792,17:36:28,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(0.3674753283206778,-0.11341992885914709)","(0.754954099583475,-0.3625576151222261)","(0.9513991496465845,-0.6511318590079036)","(0.8510811648079578,-0.9119402977422587)","(0.5293023244059541,-0.9075529351048047)","(0.7223491179079673,-1.0247997787600762)","(0.6802242752596409,-0.711829865087903)","(0.5926726041638957,-0.5599711490510956)","(0.3198032630280378,-0.9474839697623489)","(0.5125380379235138,-1.0303955928047908)","(0.47198048328061215,-0.6847611615911336)","(0.38478126451144573,-0.5558584620982855)","(0.08742155356057352,-0.9381304038636865)","(0.28467416331043,-1.016982542216531)","(0.27303664958645635,-0.6912615661169308)","(0.19727541071980478,-0.5569073067159078)","(-0.17692559570975944,-0.892843421365284)","(0.04247344414442509,-0.9663823256943069)","(0.06737200199033636,-0.7099379926080586)","(0.005662646221074062,-0.5819427717191532)"
1793,17:36:28,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(0.41775029929802027,-0.0792051734277166)","(0.8284714275778654,-0.34481197060808244)","(0.9947360851332511,-0.6634076919761552)","(0.9356346043702484,-0.9441532875848073)","(0.6547745829499897,-0.8321657780136325)","(0.8264337256967023,-1.0622291947307467)","(0.8300577954036514,-0.8120013584066744)","(0.7748215350983542,-0.5916422827620044)","(0.423189368826691,-0.9060412562969011)","(0.6048235432654353,-1.0482981267017402)","(0.5944172734139226,-0.7552854691324834)","(0.5311518790957385,-0.5550733527262057)","(0.16682635431773474,-0.9359666808139128)","(0.3632419936041819,-1.0481162753159239)","(0.36921409853548065,-0.7817787781831297)","(0.30485100708407237,-0.582254534410157)","(-0.12391623571070468,-0.9237776963504792)","(0.07195132370460186,-1.0312739379092757)","(0.10648354018198632,-0.8140847427615693)","(0.069111872446721,-0.6426051453142586)"
1794,17:36:29,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(0.45822205033644525,-0.07099526856849496)","(0.9267737425301074,-0.38533613786442317)","(1.129378352123106,-0.782436041331947)","(1.0762374785115565,-1.1240568207129424)","(0.7679501387782978,-0.7965121598285244)","(0.9550124654000928,-1.186964093897503)","(0.9480584227243518,-0.9288575944370275)","(0.8905696463132536,-0.6663262221557015)","(0.4774750351483763,-0.8786453157048394)","(0.6855893250924985,-1.191063741276233)","(0.6647746558890518,-0.8909222147832857)","(0.5733024707614457,-0.6475372256411956)","(0.16248841266903774,-0.9162858242910585)","(0.3746104436910241,-1.198810249945941)","(0.38295994442119685,-0.9208172987846042)","(0.30764881378189546,-0.6943931778107003)","(-0.1716091795125059,-0.9191008311734127)","(0.04476920936976558,-1.1684067301701075)","(0.0847868750301507,-0.9467309006511629)","(0.027040206888837695,-0.7582363775453632)"
3081,17:37:32,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(-0.19934058252301218,-0.40550304895426986)","(-0.20132376198513727,-0.8468911283522147)","(-0.07933174043137078,-1.1637897740021717)","(0.10195696687773916,-1.3516032051020395)","(-0.1345120299152975,-1.055472440123603)","(0.07266775055570081,-1.5263865768924494)","(0.28440466200541753,-1.6864242173773818)","(0.4569174517126098,-1.7182084381997256)","(0.07197458814945006,-0.9974064661213687)","(0.2590141357365256,-1.5198960676994409)","(0.4652941990074544,-1.699687696275928)","(0.6313376418839495,-1.7429345676686225)","(0.3173168240668908,-0.8810658090706306)","(0.5023161678622594,-1.3905550039906274)","(0.6883898500269504,-1.5585182659630454)","(0.8311245348264891,-1.6054835038066753)","(0.5830674339380215,-0.7135180643797657)","(0.7513480046243797,-1.1176627938033954)","(0.8821455964314464,-1.2889391693245202)","(0.9880800736578873,-1.3692644002979397)"
3082,17:37:32,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(-0.1753410487239702,-0.45413791265460174)","(-0.1717297851958572,-0.9164219911345404)","(-0.04507418890704063,-1.2518404215758328)","(0.15328813897816806,-1.4850247864074368)","(-0.10923139699820625,-1.0502260775477337)","(0.07880418110866082,-1.6471400066296153)","(0.30402116247876854,-1.850940122804807)","(0.4939727266401567,-1.884177446900268)","(0.07629029074087292,-0.9970856490486025)","(0.24635508629889466,-1.6705272638062445)","(0.49605305224794904,-1.8827297304175468)","(0.6957048566961975,-1.906622626185555)","(0.32102609959849054,-0.8709132559172713)","(0.5308560190755349,-1.5036206762331452)","(0.75729124450607,-1.6765537017930132)","(0.9160799909891234,-1.6957376804296598)","(0.6070097341125801,-0.6862113028440828)","(0.8118446846761181,-1.1437250471923757)","(0.9728147162194855,-1.3373101700943086)","(1.0895283304212373,-1.422086243041084)"
3083,17:37:32,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(-0.15885867356074546,-0.4422288680721308)","(-0.13487999570501683,-0.8993625866873202)","(0.013091967617311469,-1.2167639365624452)","(0.2169914095390131,-1.420892779038317)","(-0.09194094519967762,-1.0532111575236618)","(0.10736214868998954,-1.5893206560205038)","(0.3462003976405245,-1.7767305548253498)","(0.5464953194830408,-1.8074382259587998)","(0.10513214939903934,-0.9944582601410368)","(0.2890514216003051,-1.6071235374800215)","(0.5317499466992119,-1.8132566765327904)","(0.719386422253048,-1.8369104823258722)","(0.35174097233808316,-0.866947723622014)","(0.5549253192146043,-1.449323656394972)","(0.7620043657693142,-1.6098662591115647)","(0.9022727196259805,-1.629863640596909)","(0.6303461973080966,-0.6804579819052029)","(0.8256400257094032,-1.114387283151717)","(0.9671637626690792,-1.3089087336027572)","(1.0686357226868073,-1.4031491974875854)"
3084,17:37:32,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(-0.12958230486964784,-0.4478618127277766)","(-0.07331499433267026,-0.9261491712348174)","(0.07622167528675255,-1.263801981867089)","(0.28108756529750056,-1.4982197680797704)","(-0.049145667984291624,-1.0538509083702108)","(0.12098840099220076,-1.6453910575190127)","(0.319901079350767,-1.878785678325098)","(0.49596697119506206,-1.973895638278679)","(0.12932591367228305,-0.9916021420170638)","(0.3063183786244879,-1.6558115087393976)","(0.5420340253046856,-1.9005662476488303)","(0.7347039207763992,-1.9674851728065978)","(0.37023821231104803,-0.8548459566021117)","(0.6057950883995085,-1.4470380523516995)","(0.8101196776363547,-1.6296641311587292)","(0.9523002507204745,-1.68313485813814)","(0.6438051519626371,-0.6640139884034865)","(0.8516841184189942,-1.0950037521611449)","(0.9995634314642214,-1.2973050446602838)","(1.1104077901418592,-1.409932624681733)"
3085,17:37:32,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(-0.13059971879038934,-0.44943631528315003)","(-0.06952065530853722,-0.9076849896152376)","(0.09082716263465238,-1.213903759811739)","(0.28770789308811856,-1.4175101996718151)","(-0.033947815101725426,-1.0484389806324756)","(0.15863100160064023,-1.619221844249261)","(0.3569915989232048,-1.845651881786022)","(0.5278572517706948,-1.9263115638616906)","(0.14427367798745844,-0.989537824360429)","(0.3164999224623434,-1.6498499652077385)","(0.5424072302485518,-1.8815845489803884)","(0.7194477116603774,-1.9244159680740824)","(0.3819014459897282,-0.8521991878312949)","(0.6278667401715593,-1.4508008001867052)","(0.8295126099233231,-1.6015434923178682)","(0.9580827817598065,-1.6158693294019202)","(0.6488613173912958,-0.6564168836249695)","(0.8677575357462818,-1.0858201615843073)","(1.0126830916207232,-1.2773481820857155)","(1.1117119614236908,-1.3767985177595345)"
3086,17:37:32,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(-0.12447951494712824,-0.46420175008983877)","(-0.05577326235093908,-0.870571262011038)","(0.12216736097987098,-1.111102892011688)","(0.34007812980962066,-1.264547045403092)","(-0.0442308163154872,-1.025172137590325)","(0.14082770035352524,-1.5925900512083475)","(0.3569481564172448,-1.754672457243804)","(0.5235081509396897,-1.7535962565469112)","(0.14362117669481247,-0.9896327387494805)","(0.32123042312039224,-1.642726293026545)","(0.5651447299877509,-1.7844479883954267)","(0.7209819459599554,-1.7257389176446065)","(0.36954357579641917,-0.8770145297804927)","(0.6226708832579456,-1.421733512512792)","(0.8392318847867961,-1.4572245210345316)","(0.9322161411617392,-1.3486772928312003)","(0.6314794698252475,-0.6998444093706835)","(0.8641032183982016,-1.1324414742467346)","(1.0171229564308428,-1.2156166903369885)","(1.0791905734092444,-1.1811302648398665)"
3087,17:37:32,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(-0.14242896620383527,-0.4562254287663498)","(-0.08426820986199028,-0.8681252071486039)","(0.10697207843367017,-1.122766698194361)","(0.3322305651533725,-1.270699086028321)","(-0.0573718306762255,-1.0477481557180612)","(0.17897331279518985,-1.6716379394891643)","(0.4383958110483384,-1.827929639397794)","(0.5922946410879003,-1.80918191071548)","(0.1280402820552946,-0.9917689681428838)","(0.4415937227688019,-1.642225900447465)","(0.6835741591999875,-1.7024110287915408)","(0.7636907884435152,-1.5943999680002463)","(0.35160401114376183,-0.8605260418363819)","(0.6831188129986897,-1.4350642275734458)","(0.8522801825933279,-1.4109356114354015)","(0.8697265932273257,-1.2703518205967133)","(0.5956759703512461,-0.6774028112038016)","(0.848505413747063,-1.1425266768309081)","(0.9601041165608869,-1.2013177551053364)","(0.964586462706472,-1.1636580661332745)"
3088,17:37:32,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(-0.15637034593422183,-0.4891047588293791)","(-0.06026102906023407,-0.9966556275199849)","(0.1891260616630254,-1.347576161141453)","(0.46382141176414293,-1.5506264829002223)","(-0.05525338919862362,-1.119924268107021)","(0.30901948142669333,-1.7349337347308194)","(0.48908011154135955,-1.737362287674554)","(0.49474739763824643,-1.6374064037218994)","(0.13464627927869344,-0.9908937276400552)","(0.5245380181158356,-1.5835596326003065)","(0.656704197165635,-1.5603748828488657)","(0.6003907095575676,-1.449462484297705)","(0.3600968779659152,-0.8159961743162841)","(0.7191856023444493,-1.3680842949213492)","(0.7937963884995178,-1.3304606072963794)","(0.7128096404608492,-1.2159290327753773)","(0.5916210454654433,-0.6179226170529502)","(0.848553121593317,-1.0659741373905074)","(0.8998915673658644,-1.052384338342943)","(0.8392263757870299,-0.9544602655042885)"
3089,17:37:32,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(-0.12695124263808583,-0.43261772089286205)","(-0.03628793374431788,-0.8542335089749284)","(0.21815101243603666,-1.1094445765138552)","(0.4760732962692005,-1.235375056542794)","(-0.03925652382474577,-1.090087377227287)","(0.37662222437220055,-1.5616850129789017)","(0.5177312673882978,-1.4544851138024766)","(0.489023174558515,-1.3215336751384155)","(0.13979349832629723,-0.9901806793841694)","(0.583468379417363,-1.401325921248387)","(0.6575733846966724,-1.2409788662561538)","(0.546070233577455,-1.0889017585065819)","(0.3568380748983614,-0.8408394514415874)","(0.7470101263581311,-1.2257230085280715)","(0.771863394749718,-1.0575793333250023)","(0.654487259407145,-0.9048972024659393)","(0.5731958493449648,-0.6586797025534068)","(0.8846641534585515,-0.9775721960345385)","(0.8829832583597436,-0.8495809556075032)","(0.7829504107791488,-0.7133580022829354)"
